交易时间,交易状态,宗地号,土地位置,起始价,土地用途,土地面积,交易方式,交易类型,宗地,发布时间,交易状态,中标人/竞得人,成交价(元),保证金 (元),起始价 (元),竞价阶梯 (元),封顶价 (元),竞买申请截止时间,竞买人数,正文标题,公告期,挂牌开始时间,挂牌结束时间,宗地代码/地块宗地编号,宗地号,土地位置,土地用途,准入行业类别,土地面积/土地面积(平方米),建筑面积(平方米)/总建筑面积,土地使用年期/土地使用年限,土地发展建设现状,容积率,挂牌起始价(人民币万元),竞买(投标)保证金(人民币万元),土地使用年限(年),保证金截止时间,地址,电话,宗地号,土地面积,建筑面积,容积率,建筑覆盖率,建筑高度,用途,使用年限,区域,位置,绿地率,建筑楼层,竞买人,竞买出价(元),竞价时间,状态,正文标题,发布日期,宗地号,竞得人,中标人,位置,土地用途,土地面积,建筑面积,起始价,成交价,溢价率,综合楼面单价,公告编号,报名时间,爬取时间,爬取地址url,唯一标识,附件,
2019-06-21 15:00,已成交,H404-0088,清水河街道,219000000,工业用地（新型产业用地）,5727.99,挂牌,土地出让,宗地：H404-0088,2019-05-23,已成交,							深圳市宏翔新材料发展有限公司		,		219 000 000,			43 800 000	,		219 000 000,			2 000 000	,,			2019-06-20 16:30:00	,		一人竞买,,2019年5月23日至2019年6月11日,2019年6月12日,2019年6月21日15时,440303001003GB00067,H404-0088,罗湖区清水河街道,工业用地（新型产业用地）,战略性新兴产业--A04新材料产业,5727.99,,,,,,,,2019年6月20日16时30分,深圳市罗湖区清水河一路52号博隆大厦5楼|罗湖区文锦中路罗湖管理中心大厦22楼|深圳市福田区红荔西路8007号土地房产交易大厦3楼,（0755）82340100|（0755）22185026|（0755）83785995,H404-0088,5 727.99㎡,46200.0平方米,                                                        	 ≤8.07							,≤50.0,None,工业用地（新型产业用地）,30年,罗湖区,清水河街道,None,None,深圳市宏翔新材料发展有限公司,219000000,2019-06-21 14:31:51,成交价,H404-0088宗地出让结果,2019-06-21,H404-0088,深圳市宏翔新材料发展有限公司,,清水河街道,,5727.99平方米,46200.0平方米,21 900万元,21 900万元,-,4740.26元/平方米,深土交告〔2019〕8号,2019年5月23日至2019年6月11日,2020-05-13 17:13:36,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=9557D88BA1B5427DE053889E53644D45,eec4336f5c3a972d88f35c7f7ec1b4d9,土地模块|公告.doc|须知.doc|竞买申请书.doc|成交确认书.doc|出让合同.doc|监管协议.doc|
2019-06-21 15:00,已成交,H404-0088,清水河街道,219000000,工业用地（新型产业用地）,5727.99,挂牌,土地出让,宗地：H404-0088,2019-05-23,已成交,							深圳市宏翔新材料发展有限公司		,		219 000 000,			43 800 000	,		219 000 000,			2 000 000	,,			2019-06-20 16:30:00	,		一人竞买,,2019年5月23日至2019年6月11日,2019年6月12日,2019年6月21日15时,440303001003GB00068,H404-0089,罗湖区清水河街道,工业用地（新型产业用地）,战略性新兴产业--A04新材料产业,8312.58,,,,,,,,2019年6月20日16时30分,深圳市罗湖区清水河一路52号博隆大厦5楼|罗湖区文锦中路罗湖管理中心大厦22楼|深圳市福田区红荔西路8007号土地房产交易大厦3楼,（0755）82340100|（0755）22185026|（0755）83785995,H404-0088,5 727.99㎡,46200.0平方米,                                                        	 ≤8.07							,≤50.0,None,工业用地（新型产业用地）,30年,罗湖区,清水河街道,None,None,深圳市宏翔新材料发展有限公司,219000000,2019-06-21 14:31:51,成交价,H404-0088宗地出让结果,2019-06-21,H404-0088,深圳市宏翔新材料发展有限公司,,清水河街道,,5727.99平方米,46200.0平方米,21 900万元,21 900万元,-,4740.26元/平方米,深土交告〔2019〕8号,2019年5月23日至2019年6月11日,2020-05-13 17:13:36,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=9557D88BA1B5427DE053889E53644D45,eec4336f5c3a972d88f35c7f7ec1b4d9,土地模块|公告.doc|须知.doc|竞买申请书.doc|成交确认书.doc|出让合同.doc|监管协议.doc|
2019-06-24 15:00,已成交,G12107-8063,坪山区老坑路与盘松路交汇处东北角,1704000000,居住用地,34277.96,挂牌,土地出让,宗地：G12107-8063,2019-05-24,已成交,							深圳市创勇企业管理有限公司		,		2 471 000 000,			852 000 000	,		1 704 000 000,			5 000 000	,		,			2019-06-21 16:30:00	,		多人竞买,深圳市土地使用权出让公告深土交告〔2019〕9号,2019年5月24日起至2019年6月13日止,2019年6月14日,2019年6月24日15时,A122-0360,,宝安区西乡铁岗地区,居住用地,,38880.19,,,,,407400,203700,,2019年6月21日16时30分,深圳市福田区市民中心C区|宝安区新安街道甲岸路17号|龙华区梅龙大道98号国鸿工业园三栋|深圳市福田区红荔西路8007号土地房产交易大厦3楼,（0755）88125069|（0755）85901708|（0755）23336638|（0755）88211947|84622095|（0755）83785995,G12107-8063,34 277.96㎡,162290.0平方米,                                                        	 5.0							,≤40.0,None,居住用地,70年,坪山区,坪山区老坑路与盘松路交汇处东北角,None,None,深圳市创勇企业管理有限公司|深圳市万科发展有限公司 |深圳市万科发展有限公司|深圳华侨城房地产有限公司|深圳华侨城房地产有限公司|深圳市深城投祥瑞投资有限公司|保利湾区投资发展有限公司,2471000000.0|2300000000.0|2300000000.0|2200000000.0|1900000000|1709000000|1704000000,2019-06-24 17:42:21|2019-06-24 17:41:46|2019-06-24 17:41:46|2019-06-24 17:41:08|2019-06-24 17:40:36|2019-06-24 09:42:42|2019-06-21 17:56:07,成交价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价,G12107-8063宗地出让结果,2019-06-24,G12107-8063,深圳市创勇企业管理有限公司,,坪山区老坑路与盘松路交汇处东北角,居住用地,34277.96平方米,162290.0平方米,170 400万元,247 100万元,45.01%,15225.83元/平方米,深土交告〔2019〕9号,2019年5月24日起至2019年6月13日止,2020-05-13 17:13:41,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=9557D88BA29C427DE053889E53644D45,6fa0539dcac9b25f614b0f9b144cd03e,土地模块|公告.doc|须知.doc|竞买申请书.doc|成交确认书.doc|土地购置资金承诺函.doc|出让合同.doc|建设和管理任务书.doc|补充公告.doc|规划设计要点（草案）.doc|
2019-06-24 15:00,已成交,G12107-8063,坪山区老坑路与盘松路交汇处东北角,1704000000,居住用地,34277.96,挂牌,土地出让,宗地：G12107-8063,2019-05-24,已成交,							深圳市创勇企业管理有限公司		,		2 471 000 000,			852 000 000	,		1 704 000 000,			5 000 000	,		,			2019-06-21 16:30:00	,		多人竞买,深圳市土地使用权出让公告深土交告〔2019〕9号,2019年5月24日起至2019年6月13日止,2019年6月14日,2019年6月24日15时,A817-0609,,龙华区民治街道,居住用地,,32666.72,,,,,454100,227100,,2019年6月21日16时30分,深圳市福田区市民中心C区|宝安区新安街道甲岸路17号|龙华区梅龙大道98号国鸿工业园三栋|深圳市福田区红荔西路8007号土地房产交易大厦3楼,（0755）88125069|（0755）85901708|（0755）23336638|（0755）88211947|84622095|（0755）83785995,G12107-8063,34 277.96㎡,162290.0平方米,                                                        	 5.0							,≤40.0,None,居住用地,70年,坪山区,坪山区老坑路与盘松路交汇处东北角,None,None,深圳市创勇企业管理有限公司|深圳市万科发展有限公司 |深圳市万科发展有限公司|深圳华侨城房地产有限公司|深圳华侨城房地产有限公司|深圳市深城投祥瑞投资有限公司|保利湾区投资发展有限公司,2471000000.0|2300000000.0|2300000000.0|2200000000.0|1900000000|1709000000|1704000000,2019-06-24 17:42:21|2019-06-24 17:41:46|2019-06-24 17:41:46|2019-06-24 17:41:08|2019-06-24 17:40:36|2019-06-24 09:42:42|2019-06-21 17:56:07,成交价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价,G12107-8063宗地出让结果,2019-06-24,G12107-8063,深圳市创勇企业管理有限公司,,坪山区老坑路与盘松路交汇处东北角,居住用地,34277.96平方米,162290.0平方米,170 400万元,247 100万元,45.01%,15225.83元/平方米,深土交告〔2019〕9号,2019年5月24日起至2019年6月13日止,2020-05-13 17:13:41,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=9557D88BA29C427DE053889E53644D45,6fa0539dcac9b25f614b0f9b144cd03e,土地模块|公告.doc|须知.doc|竞买申请书.doc|成交确认书.doc|土地购置资金承诺函.doc|出让合同.doc|建设和管理任务书.doc|补充公告.doc|规划设计要点（草案）.doc|
2019-06-24 15:00,已成交,G12107-8063,坪山区老坑路与盘松路交汇处东北角,1704000000,居住用地,34277.96,挂牌,土地出让,宗地：G12107-8063,2019-05-24,已成交,							深圳市创勇企业管理有限公司		,		2 471 000 000,			852 000 000	,		1 704 000 000,			5 000 000	,		,			2019-06-21 16:30:00	,		多人竞买,深圳市土地使用权出让公告深土交告〔2019〕9号,2019年5月24日起至2019年6月13日止,2019年6月14日,2019年6月24日15时,A510-0151,,光明区观光路北侧、明政路南侧,居住用地,,46019.51,,,,,372900,186500,,2019年6月21日16时30分,深圳市福田区市民中心C区|宝安区新安街道甲岸路17号|龙华区梅龙大道98号国鸿工业园三栋|深圳市福田区红荔西路8007号土地房产交易大厦3楼,（0755）88125069|（0755）85901708|（0755）23336638|（0755）88211947|84622095|（0755）83785995,G12107-8063,34 277.96㎡,162290.0平方米,                                                        	 5.0							,≤40.0,None,居住用地,70年,坪山区,坪山区老坑路与盘松路交汇处东北角,None,None,深圳市创勇企业管理有限公司|深圳市万科发展有限公司 |深圳市万科发展有限公司|深圳华侨城房地产有限公司|深圳华侨城房地产有限公司|深圳市深城投祥瑞投资有限公司|保利湾区投资发展有限公司,2471000000.0|2300000000.0|2300000000.0|2200000000.0|1900000000|1709000000|1704000000,2019-06-24 17:42:21|2019-06-24 17:41:46|2019-06-24 17:41:46|2019-06-24 17:41:08|2019-06-24 17:40:36|2019-06-24 09:42:42|2019-06-21 17:56:07,成交价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价,G12107-8063宗地出让结果,2019-06-24,G12107-8063,深圳市创勇企业管理有限公司,,坪山区老坑路与盘松路交汇处东北角,居住用地,34277.96平方米,162290.0平方米,170 400万元,247 100万元,45.01%,15225.83元/平方米,深土交告〔2019〕9号,2019年5月24日起至2019年6月13日止,2020-05-13 17:13:41,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=9557D88BA29C427DE053889E53644D45,6fa0539dcac9b25f614b0f9b144cd03e,土地模块|公告.doc|须知.doc|竞买申请书.doc|成交确认书.doc|土地购置资金承诺函.doc|出让合同.doc|建设和管理任务书.doc|补充公告.doc|规划设计要点（草案）.doc|
2019-06-24 15:00,已成交,G12107-8063,坪山区老坑路与盘松路交汇处东北角,1704000000,居住用地,34277.96,挂牌,土地出让,宗地：G12107-8063,2019-05-24,已成交,							深圳市创勇企业管理有限公司		,		2 471 000 000,			852 000 000	,		1 704 000 000,			5 000 000	,		,			2019-06-21 16:30:00	,		多人竞买,深圳市土地使用权出让公告深土交告〔2019〕9号,2019年5月24日起至2019年6月13日止,2019年6月14日,2019年6月24日15时,A510-0152,,光明区光明大道东侧、华裕路北侧,居住用地,,18428.72,,,,,138700,69400,,2019年6月21日16时30分,深圳市福田区市民中心C区|宝安区新安街道甲岸路17号|龙华区梅龙大道98号国鸿工业园三栋|深圳市福田区红荔西路8007号土地房产交易大厦3楼,（0755）88125069|（0755）85901708|（0755）23336638|（0755）88211947|84622095|（0755）83785995,G12107-8063,34 277.96㎡,162290.0平方米,                                                        	 5.0							,≤40.0,None,居住用地,70年,坪山区,坪山区老坑路与盘松路交汇处东北角,None,None,深圳市创勇企业管理有限公司|深圳市万科发展有限公司 |深圳市万科发展有限公司|深圳华侨城房地产有限公司|深圳华侨城房地产有限公司|深圳市深城投祥瑞投资有限公司|保利湾区投资发展有限公司,2471000000.0|2300000000.0|2300000000.0|2200000000.0|1900000000|1709000000|1704000000,2019-06-24 17:42:21|2019-06-24 17:41:46|2019-06-24 17:41:46|2019-06-24 17:41:08|2019-06-24 17:40:36|2019-06-24 09:42:42|2019-06-21 17:56:07,成交价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价,G12107-8063宗地出让结果,2019-06-24,G12107-8063,深圳市创勇企业管理有限公司,,坪山区老坑路与盘松路交汇处东北角,居住用地,34277.96平方米,162290.0平方米,170 400万元,247 100万元,45.01%,15225.83元/平方米,深土交告〔2019〕9号,2019年5月24日起至2019年6月13日止,2020-05-13 17:13:41,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=9557D88BA29C427DE053889E53644D45,6fa0539dcac9b25f614b0f9b144cd03e,土地模块|公告.doc|须知.doc|竞买申请书.doc|成交确认书.doc|土地购置资金承诺函.doc|出让合同.doc|建设和管理任务书.doc|补充公告.doc|规划设计要点（草案）.doc|
2019-06-24 15:00,已成交,G12107-8063,坪山区老坑路与盘松路交汇处东北角,1704000000,居住用地,34277.96,挂牌,土地出让,宗地：G12107-8063,2019-05-24,已成交,							深圳市创勇企业管理有限公司		,		2 471 000 000,			852 000 000	,		1 704 000 000,			5 000 000	,		,			2019-06-21 16:30:00	,		多人竞买,深圳市土地使用权出让公告深土交告〔2019〕9号,2019年5月24日起至2019年6月13日止,2019年6月14日,2019年6月24日15时,G12107-8063,,坪山区老坑路与盘松路交汇处东北角,居住用地,,34277.96（其中建设用地面积32459.5平方米，道路用地面积1818.46平方米）,,,,,170400,85200,,2019年6月21日16时30分,深圳市福田区市民中心C区|宝安区新安街道甲岸路17号|龙华区梅龙大道98号国鸿工业园三栋|深圳市福田区红荔西路8007号土地房产交易大厦3楼,（0755）88125069|（0755）85901708|（0755）23336638|（0755）88211947|84622095|（0755）83785995,G12107-8063,34 277.96㎡,162290.0平方米,                                                        	 5.0							,≤40.0,None,居住用地,70年,坪山区,坪山区老坑路与盘松路交汇处东北角,None,None,深圳市创勇企业管理有限公司|深圳市万科发展有限公司 |深圳市万科发展有限公司|深圳华侨城房地产有限公司|深圳华侨城房地产有限公司|深圳市深城投祥瑞投资有限公司|保利湾区投资发展有限公司,2471000000.0|2300000000.0|2300000000.0|2200000000.0|1900000000|1709000000|1704000000,2019-06-24 17:42:21|2019-06-24 17:41:46|2019-06-24 17:41:46|2019-06-24 17:41:08|2019-06-24 17:40:36|2019-06-24 09:42:42|2019-06-21 17:56:07,成交价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价,G12107-8063宗地出让结果,2019-06-24,G12107-8063,深圳市创勇企业管理有限公司,,坪山区老坑路与盘松路交汇处东北角,居住用地,34277.96平方米,162290.0平方米,170 400万元,247 100万元,45.01%,15225.83元/平方米,深土交告〔2019〕9号,2019年5月24日起至2019年6月13日止,2020-05-13 17:13:41,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=9557D88BA29C427DE053889E53644D45,6fa0539dcac9b25f614b0f9b144cd03e,土地模块|公告.doc|须知.doc|竞买申请书.doc|成交确认书.doc|土地购置资金承诺函.doc|出让合同.doc|建设和管理任务书.doc|补充公告.doc|规划设计要点（草案）.doc|
2019-06-24 15:00,已成交,A510-0151,光明区观光路北侧、明政路南侧,3729000000,居住用地,46019.51,挂牌,土地出让,宗地：A510-0151,2019-05-24,已成交,							中海企业发展集团有限公司		,		5 408 000 000,			1 865 000 000	,		3 729 000 000,			10 000 000	,		,			2019-06-21 16:30:00	,		多人竞买,深圳市土地使用权出让公告深土交告〔2019〕9号,2019年5月24日起至2019年6月13日止,2019年6月14日,2019年6月24日15时,A122-0360,,宝安区西乡铁岗地区,居住用地,,38880.19,,,,,407400,203700,,2019年6月21日16时30分,深圳市福田区市民中心C区|宝安区新安街道甲岸路17号|龙华区梅龙大道98号国鸿工业园三栋|深圳市福田区红荔西路8007号土地房产交易大厦3楼,（0755）88125069|（0755）85901708|（0755）23336638|（0755）88211947|84622095|（0755）83785995,A510-0151,46 019.51㎡,184070.0平方米,                                                        	 							,None,None,居住用地,70年,光明区,光明区观光路北侧、明政路南侧,None,None,中海企业发展集团有限公司|深圳市润投咨询有限公司|深圳招商房地产有限公司 苏州耀龙投资管理有限公司|深圳市润投咨询有限公司|深圳招商房地产有限公司 苏州耀龙投资管理有限公司|深圳市润投咨询有限公司|深圳招商房地产有限公司 苏州耀龙投资管理有限公司|中海企业发展集团有限公司|深圳招商房地产有限公司 苏州耀龙投资管理有限公司|深圳市润投咨询有限公司|深圳市润投咨询有限公司|深圳市创勇企业管理有限公司|深圳市润投咨询有限公司|深圳市创勇企业管理有限公司|深圳市润投咨询有限公司|厦门益悦置业有限公司|华侨城置业发展（深圳）有限公司|华侨城置业发展（深圳）有限公司|深圳市润投咨询有限公司|华侨城置业发展（深圳）有限公司,5408000000.0|5390000000.0|5380000000.0|5370000000.0|5360000000.0|5350000000.0|5340000000.0|5330000000.0|5320000000.0|5310000000.0|5290000000.0|5280000000.0|5270000000.0|5260000000.0|5250000000.0|5240000000.0|5230000000.0|5230000000.0|5220000000.0|5210000000.0,2019-06-24 17:22:27|2019-06-24 16:49:38|2019-06-24 16:49:14|2019-06-24 16:48:46|2019-06-24 16:48:20|2019-06-24 16:47:49|2019-06-24 16:47:44|2019-06-24 16:47:21|2019-06-24 16:47:00|2019-06-24 16:46:47|2019-06-24 16:46:01|2019-06-24 16:45:32|2019-06-24 16:45:09|2019-06-24 16:45:01|2019-06-24 16:44:54|2019-06-24 16:44:42|2019-06-24 16:44:32|2019-06-24 16:44:32|2019-06-24 16:44:19|2019-06-24 16:43:59,成交价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价,A510-0151宗地出让结果,2019-06-24,A510-0151,中海地产集团有限公司,,光明区观光路北侧、明政路南侧,居住用地,46019.51平方米,184070.0平方米,372 900万元,540 800万元,45.03%,29380.13元/平方米,深土交告〔2019〕9号,2019年5月24日起至2019年6月13日止,2020-05-13 17:13:54,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=9557D88BA2AE427DE053889E53644D45,aaf6d9bdef89edf485bd50e9ea52318e,土地模块|公告.doc|须知.doc|竞买申请书.doc|成交确认书.doc|土地购置资金承诺函.doc|出让合同.doc|建设和管理任务书.doc|补充公告.doc|规划设计要点（草案）.doc|A510-0151宗地涉及轨道规划控制预警区范围示意图.dwg|
2019-06-24 15:00,已成交,A510-0151,光明区观光路北侧、明政路南侧,3729000000,居住用地,46019.51,挂牌,土地出让,宗地：A510-0151,2019-05-24,已成交,							中海企业发展集团有限公司		,		5 408 000 000,			1 865 000 000	,		3 729 000 000,			10 000 000	,		,			2019-06-21 16:30:00	,		多人竞买,深圳市土地使用权出让公告深土交告〔2019〕9号,2019年5月24日起至2019年6月13日止,2019年6月14日,2019年6月24日15时,A817-0609,,龙华区民治街道,居住用地,,32666.72,,,,,454100,227100,,2019年6月21日16时30分,深圳市福田区市民中心C区|宝安区新安街道甲岸路17号|龙华区梅龙大道98号国鸿工业园三栋|深圳市福田区红荔西路8007号土地房产交易大厦3楼,（0755）88125069|（0755）85901708|（0755）23336638|（0755）88211947|84622095|（0755）83785995,A510-0151,46 019.51㎡,184070.0平方米,                                                        	 							,None,None,居住用地,70年,光明区,光明区观光路北侧、明政路南侧,None,None,中海企业发展集团有限公司|深圳市润投咨询有限公司|深圳招商房地产有限公司 苏州耀龙投资管理有限公司|深圳市润投咨询有限公司|深圳招商房地产有限公司 苏州耀龙投资管理有限公司|深圳市润投咨询有限公司|深圳招商房地产有限公司 苏州耀龙投资管理有限公司|中海企业发展集团有限公司|深圳招商房地产有限公司 苏州耀龙投资管理有限公司|深圳市润投咨询有限公司|深圳市润投咨询有限公司|深圳市创勇企业管理有限公司|深圳市润投咨询有限公司|深圳市创勇企业管理有限公司|深圳市润投咨询有限公司|厦门益悦置业有限公司|华侨城置业发展（深圳）有限公司|华侨城置业发展（深圳）有限公司|深圳市润投咨询有限公司|华侨城置业发展（深圳）有限公司,5408000000.0|5390000000.0|5380000000.0|5370000000.0|5360000000.0|5350000000.0|5340000000.0|5330000000.0|5320000000.0|5310000000.0|5290000000.0|5280000000.0|5270000000.0|5260000000.0|5250000000.0|5240000000.0|5230000000.0|5230000000.0|5220000000.0|5210000000.0,2019-06-24 17:22:27|2019-06-24 16:49:38|2019-06-24 16:49:14|2019-06-24 16:48:46|2019-06-24 16:48:20|2019-06-24 16:47:49|2019-06-24 16:47:44|2019-06-24 16:47:21|2019-06-24 16:47:00|2019-06-24 16:46:47|2019-06-24 16:46:01|2019-06-24 16:45:32|2019-06-24 16:45:09|2019-06-24 16:45:01|2019-06-24 16:44:54|2019-06-24 16:44:42|2019-06-24 16:44:32|2019-06-24 16:44:32|2019-06-24 16:44:19|2019-06-24 16:43:59,成交价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价,A510-0151宗地出让结果,2019-06-24,A510-0151,中海地产集团有限公司,,光明区观光路北侧、明政路南侧,居住用地,46019.51平方米,184070.0平方米,372 900万元,540 800万元,45.03%,29380.13元/平方米,深土交告〔2019〕9号,2019年5月24日起至2019年6月13日止,2020-05-13 17:13:54,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=9557D88BA2AE427DE053889E53644D45,aaf6d9bdef89edf485bd50e9ea52318e,土地模块|公告.doc|须知.doc|竞买申请书.doc|成交确认书.doc|土地购置资金承诺函.doc|出让合同.doc|建设和管理任务书.doc|补充公告.doc|规划设计要点（草案）.doc|A510-0151宗地涉及轨道规划控制预警区范围示意图.dwg|
2019-06-24 15:00,已成交,A510-0151,光明区观光路北侧、明政路南侧,3729000000,居住用地,46019.51,挂牌,土地出让,宗地：A510-0151,2019-05-24,已成交,							中海企业发展集团有限公司		,		5 408 000 000,			1 865 000 000	,		3 729 000 000,			10 000 000	,		,			2019-06-21 16:30:00	,		多人竞买,深圳市土地使用权出让公告深土交告〔2019〕9号,2019年5月24日起至2019年6月13日止,2019年6月14日,2019年6月24日15时,A510-0151,,光明区观光路北侧、明政路南侧,居住用地,,46019.51,,,,,372900,186500,,2019年6月21日16时30分,深圳市福田区市民中心C区|宝安区新安街道甲岸路17号|龙华区梅龙大道98号国鸿工业园三栋|深圳市福田区红荔西路8007号土地房产交易大厦3楼,（0755）88125069|（0755）85901708|（0755）23336638|（0755）88211947|84622095|（0755）83785995,A510-0151,46 019.51㎡,184070.0平方米,                                                        	 							,None,None,居住用地,70年,光明区,光明区观光路北侧、明政路南侧,None,None,中海企业发展集团有限公司|深圳市润投咨询有限公司|深圳招商房地产有限公司 苏州耀龙投资管理有限公司|深圳市润投咨询有限公司|深圳招商房地产有限公司 苏州耀龙投资管理有限公司|深圳市润投咨询有限公司|深圳招商房地产有限公司 苏州耀龙投资管理有限公司|中海企业发展集团有限公司|深圳招商房地产有限公司 苏州耀龙投资管理有限公司|深圳市润投咨询有限公司|深圳市润投咨询有限公司|深圳市创勇企业管理有限公司|深圳市润投咨询有限公司|深圳市创勇企业管理有限公司|深圳市润投咨询有限公司|厦门益悦置业有限公司|华侨城置业发展（深圳）有限公司|华侨城置业发展（深圳）有限公司|深圳市润投咨询有限公司|华侨城置业发展（深圳）有限公司,5408000000.0|5390000000.0|5380000000.0|5370000000.0|5360000000.0|5350000000.0|5340000000.0|5330000000.0|5320000000.0|5310000000.0|5290000000.0|5280000000.0|5270000000.0|5260000000.0|5250000000.0|5240000000.0|5230000000.0|5230000000.0|5220000000.0|5210000000.0,2019-06-24 17:22:27|2019-06-24 16:49:38|2019-06-24 16:49:14|2019-06-24 16:48:46|2019-06-24 16:48:20|2019-06-24 16:47:49|2019-06-24 16:47:44|2019-06-24 16:47:21|2019-06-24 16:47:00|2019-06-24 16:46:47|2019-06-24 16:46:01|2019-06-24 16:45:32|2019-06-24 16:45:09|2019-06-24 16:45:01|2019-06-24 16:44:54|2019-06-24 16:44:42|2019-06-24 16:44:32|2019-06-24 16:44:32|2019-06-24 16:44:19|2019-06-24 16:43:59,成交价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价|有效出价,A510-0151宗地出让结果,2019-06-24,A510-0151,中海地产集团有限公司,,光明区观光路北侧、明政路南侧,居住用地,46019.51平方米,184070.0平方米,372 900万元,540 800万元,45.03%,29380.13元/平方米,深土交告〔2019〕9号,2019年5月24日起至2019年6月13日止,2020-05-13 17:13:54,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=9557D88BA2AE427DE053889E53644D45,aaf6d9bdef89edf485bd50e9ea52318e,土地模块|公告.doc|须知.doc|竞买申请书.doc|成交确认书.doc|土地购置资金承诺函.doc|出让合同.doc|建设和管理任务书.doc|补充公告.doc|规划设计要点（草案）.doc|A510-0151宗地涉及轨道规划控制预警区范围示意图.dwg|
