交易时间,交易状态,宗地号,土地位置,起始价,土地用途,土地面积,交易方式,交易类型,宗地,发布时间,交易状态,中标人/竞得人,成交价(元),保证金 (元),起始价 (元),竞价阶梯 (元),封顶价 (元),竞买申请截止时间,竞买人数,正文标题,公告期,挂牌开始时间,挂牌结束时间,宗地代码/地块宗地编号,宗地号,土地位置,土地用途,准入行业类别,土地面积/土地面积(平方米),建筑面积(平方米)/总建筑面积,土地使用年期/土地使用年限,土地发展建设现状,容积率,挂牌起始价(人民币万元),竞买(投标)保证金(人民币万元),土地使用年限(年),保证金截止时间,地址,电话,宗地号,土地面积,建筑面积,容积率,建筑覆盖率,建筑高度,用途,使用年限,区域,位置,绿地率,建筑楼层,竞买人,竞买出价(元),竞价时间,状态,正文标题,发布日期,宗地号,竞得人,中标人,位置,土地用途,土地面积,建筑面积,起始价,成交价,溢价率,综合楼面单价,公告编号,报名时间,爬取时间,爬取地址url,唯一标识,附件,
2019-12-27 15:00,已成交,X2019-0002,小漠渔港西侧,196400000,商业,67736,挂牌,土地出让,宗地：X2019-0002,2019-11-28,已成交,							广东深汕投资控股集团有限公司		,		196 400 000,			196 400 000	,		196 400 000,			2 000 000	,,			2019-12-26 16:30:00	,		一人竞买,深圳市土地使用权出让公告                ,2019年11月28日起至2019年12月17日止,2019年12月18日,2019年12月27日15时,E2019-0001                            ,,深                            汕                            特别                            合作区                            鹅埠                            镇建设西路西侧                            ,普通工业用地                            ,绿色建筑材料                            ,25000                            ,,30                            ,,,1390                            ,1390                            ,30                            ,2019年12月26日16时30分,深圳市深汕特别合作区管委会文贞楼1栋2楼|深圳市深汕特别合作区管委会政和楼1栋2楼|深圳市福田区红荔西路8007号土地房产交易大厦3楼,0755-22106826|0755-22108338转8092|（0755）83785995,X2019-0002,67 736㎡,74509.6平方米,                                                        	 =1.1							,≤50％,≤60米,商业,40年,深汕特别合作区,小漠渔港西侧,None,None,广东深汕投资控股集团有限公司,196400000,2019-12-27 11:19:01,成交价,X2019-0002宗地出让结果,2019-12-27,X2019-0002,广东深汕投资控股集团有限公司,,小漠渔港西侧,商业,67736.0平方米,74509.6平方米,19 640万元,19 640万元,-,2635.9元/平方米,深土交告〔2019〕34号,2019年11月28日起至2019年12月17日止,2020-05-13 17:07:22,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=20191127160631819743555884853778,632ba64d190e7be4696361377c13a2bc,土地模块|竞买须知.doc|成交确认书.doc|竞买申请书.doc|X2019-0002规划条件.pdf|X2019-0002宗地图.pdf|出让合同样本.docx|投资监管协议.doc|深汕特别合作区国有建设用地开竣工保证金管理暂行办法.doc|深土交告[2019]34号.docx|
2019-12-27 15:00,已成交,X2019-0002,小漠渔港西侧,196400000,商业,67736,挂牌,土地出让,宗地：X2019-0002,2019-11-28,已成交,							广东深汕投资控股集团有限公司		,		196 400 000,			196 400 000	,		196 400 000,			2 000 000	,,			2019-12-26 16:30:00	,		一人竞买,深圳市土地使用权出让公告                ,2019年11月28日起至2019年12月17日止,2019年12月18日,2019年12月27日15时,E2019-0005                            ,,先进制造业                            ,32622                            ,97866                            ,1810                            ,,30                            ,,,30                            ,16730                            ,30                            ,2019年12月26日16时30分,深圳市深汕特别合作区管委会文贞楼1栋2楼|深圳市深汕特别合作区管委会政和楼1栋2楼|深圳市福田区红荔西路8007号土地房产交易大厦3楼,0755-22106826|0755-22108338转8092|（0755）83785995,X2019-0002,67 736㎡,74509.6平方米,                                                        	 =1.1							,≤50％,≤60米,商业,40年,深汕特别合作区,小漠渔港西侧,None,None,广东深汕投资控股集团有限公司,196400000,2019-12-27 11:19:01,成交价,X2019-0002宗地出让结果,2019-12-27,X2019-0002,广东深汕投资控股集团有限公司,,小漠渔港西侧,商业,67736.0平方米,74509.6平方米,19 640万元,19 640万元,-,2635.9元/平方米,深土交告〔2019〕34号,2019年11月28日起至2019年12月17日止,2020-05-13 17:07:22,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=20191127160631819743555884853778,632ba64d190e7be4696361377c13a2bc,土地模块|竞买须知.doc|成交确认书.doc|竞买申请书.doc|X2019-0002规划条件.pdf|X2019-0002宗地图.pdf|出让合同样本.docx|投资监管协议.doc|深汕特别合作区国有建设用地开竣工保证金管理暂行办法.doc|深土交告[2019]34号.docx|
2019-12-27 15:00,已成交,X2019-0002,小漠渔港西侧,196400000,商业,67736,挂牌,土地出让,宗地：X2019-0002,2019-11-28,已成交,							广东深汕投资控股集团有限公司		,		196 400 000,			196 400 000	,		196 400 000,			2 000 000	,,			2019-12-26 16:30:00	,		一人竞买,深圳市土地使用权出让公告                ,2019年11月28日起至2019年12月17日止,2019年12月18日,2019年12月27日15时,H2019-0001                            ,,深                            汕                            特别合作区                            鲘门高铁站北片区                            ,工业用地（新型产业用地）                            ,机器人产业                            ,30521                            ,,40                            ,,,16730                            ,19640                            ,40                            ,2019年12月26日16时30分,深圳市深汕特别合作区管委会文贞楼1栋2楼|深圳市深汕特别合作区管委会政和楼1栋2楼|深圳市福田区红荔西路8007号土地房产交易大厦3楼,0755-22106826|0755-22108338转8092|（0755）83785995,X2019-0002,67 736㎡,74509.6平方米,                                                        	 =1.1							,≤50％,≤60米,商业,40年,深汕特别合作区,小漠渔港西侧,None,None,广东深汕投资控股集团有限公司,196400000,2019-12-27 11:19:01,成交价,X2019-0002宗地出让结果,2019-12-27,X2019-0002,广东深汕投资控股集团有限公司,,小漠渔港西侧,商业,67736.0平方米,74509.6平方米,19 640万元,19 640万元,-,2635.9元/平方米,深土交告〔2019〕34号,2019年11月28日起至2019年12月17日止,2020-05-13 17:07:22,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=20191127160631819743555884853778,632ba64d190e7be4696361377c13a2bc,土地模块|竞买须知.doc|成交确认书.doc|竞买申请书.doc|X2019-0002规划条件.pdf|X2019-0002宗地图.pdf|出让合同样本.docx|投资监管协议.doc|深汕特别合作区国有建设用地开竣工保证金管理暂行办法.doc|深土交告[2019]34号.docx|
2020-01-14 15:00,已成交,E2019-0006,鹅埠镇深汕大道北侧,724000000,普通工业用地+商业用地,296615,挂牌,土地出让,宗地：E2019-0006,2019-12-13,已成交,							广东深汕投资控股集团有限公司		,		724 000 000,			362 000 000	,		724 000 000,			5 000 000	,,			2020-01-13 16:30:00	,		一人竞买,深圳市土地使用权出让公告                ,2019年12月13日起至2020年1月2日止,2020年1月3日,2020年1月14日15时,E2019-000                            6                            ,,深                            汕                            特别                            合作区                            鹅埠                            镇                            建设南路西侧                            ,普通工业用地                            +商业用地                            ,见附注                            ,296615                            ,,30                            ,,,72400                            ,36200                            ,30                            ,2020年1月13日16时30分,深圳市深汕特别合作区管委会文贞楼1栋2楼|深圳市深汕特别合作区管委会政和楼1栋2楼|深圳市福田区红荔西路8007号土地房产交易大厦3楼,0755-22106826|0755-22108338转8092|（0755）83785995,E2019-0006,296 615㎡,674399.0平方米,                                                        	 							,≤50％,None,普通工业用地+商业用地,30年,深汕特别合作区,鹅埠镇深汕大道北侧,None,None,广东深汕投资控股集团有限公司,724000000,2020-01-14 11:22:36,成交价,E2019-0006宗地出让结果,2020-01-14,E2019-0006,广东深汕投资控股集团有限公司,,鹅埠镇深汕大道北侧,,296615.0平方米,674399.0平方米,72 400万元,72 400万元,-,1073.55元/平方米,深土交告〔2019〕36号,2019年12月13日起至2020年1月2日止,2020-05-13 17:07:30,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=20191226160411571361823425482634,09853bb16bbbfa82f144f21e5eed2bb0,土地模块|深土交告[2019]36号.docx|挂牌（网上注册）须知.doc|竞买申请书.doc|成交确认书.doc|规划要点.pdf|投资监管协议.doc|深圳市土地使用权出让补充公告.docx|出让合同.doc|
2020-01-14 15:00,已成交,E2019-0009,鹅埠镇建设南路西侧,11900000,普通工业用地,21021,挂牌,土地出让,宗地：E2019-0009,2019-12-13,已成交,							深圳市福保孵化器有限公司		,		11 900 000,			5 950 000	,		11 900 000,			500 000	,,			2020-01-13 16:30:00	,		一人竞买,深圳市土地使用权出让公告                ,2019年12月13日起至2020年1月2日止,2020年1月3日,2020年1月14日15时,E2019-000                            6                            ,,深                            汕                            特别                            合作区                            鹅埠                            镇                            建设南路西侧                            ,普通工业用地                            +商业用地                            ,见附注                            ,296615                            ,,30                            ,,,72400                            ,36200                            ,30                            ,2020年1月13日16时30分,深圳市深汕特别合作区管委会文贞楼1栋2楼|深圳市深汕特别合作区管委会政和楼1栋2楼|深圳市福田区红荔西路8007号土地房产交易大厦3楼,0755-22106826|0755-22108338转8092|（0755）83785995,E2019-0009,21 021㎡,63063.0平方米,                                                        	 =3.0							,≤50％,≤80米,普通工业用地,30年,深汕特别合作区,鹅埠镇建设南路西侧,None,None,深圳市福保孵化器有限公司,11900000,2020-01-10 09:33:31,成交价,E2019-0009宗地出让结果,2020-01-14,E2019-0009,深圳市福保孵化器有限公司,,鹅埠镇建设南路西侧,普通工业用地,21021.0平方米,63063.0平方米,1 190万元,1 190万元,-,188.7元/平方米,深土交告〔2019〕36号,2019年12月13日起至2020年1月2日止,2020-05-13 17:07:34,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=20191226160447402064264782384242,042f90ba36bf9c4b20e41fe15b40cb2e,土地模块|深土交告[2019]36号.docx|挂牌（网上注册）须知.doc|竞买申请书.doc|成交确认书.doc|规划要点.pdf|投资监管协议.doc|深圳市土地使用权出让补充公告.docx|出让合同.doc|
2019-11-22 15:00,已成交,G15401-1508,大鹏新区葵涌办事处坝光地区,489000000,居住用地,15516.83,挂牌,土地出让,宗地：G15401-1508,2019-11-15,已成交,							深圳市人才安居集团有限公司		,		489 000 000,			244 500 000	,		489 000 000,			5 000 000	,		,			2019-11-21 16:30:00	,		一人竞买,深土交告〔2019〕1                8                号                ,2019年10月23日起至2019年11月11日止,2019年11月12日,2019年11月22日15时,G15401                            -1508                            ,,大鹏新区坝                            光地区                            ,二类                            居住用地                            ,,15516.83                            ,,,,,48900                            ,24450                            ,,2019年11月21日16时30分,深圳市福田区市民中心C区|深圳市福田区红荔西路莲花大厦东座502|深圳市福田区红荔西路8007号土地房产交易大厦3楼,（0755）28336481|（0755）88125069|（0755）82523749|（0755）83785995,G15401-1508,15 516.83㎡,52396.0平方米,                                                        	 							,《40％,《40米,居住用地,70年,大鹏新区,大鹏新区葵涌办事处坝光地区,None,None,深圳市人才安居集团有限公司,489000000,2019-11-22 14:25:11,成交价,G15401-1508宗地出让结果,2019-11-22,G15401-1508,深圳市人才安居集团有限公司,,大鹏新区葵涌办事处坝光地区,居住用地,15516.83平方米,52396.0平方米,48 900万元,48 900万元,-,9332.77元/平方米,深土交告〔2019〕18号,2019年10月23日起至2019年11月11日止,2020-05-13 17:09:03,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=20191115092510645432520835838868,58c6f040ce63c7aebd7fbd2889b87115,土地模块|深土交告[2019]18号.docx|土地购置资金承诺函.docx|大鹏G15401-1508宗地图.tif|建设和管理任务书.doc|商品住房用地购置资金来源情况申报表.docx|深土交告（2019）18号.docx|大鹏DY03-08合同(样稿).doc|挂牌竞买须知.doc|竞买申请书.doc|成交确认书.4|深土交告[2019]18号（补充公告1）.doc|
2019-12-04 15:00,已成交,E2019-0002,鹅埠镇同心路北,13990000,普通工业用地,25408,挂牌,土地出让,宗地：E2019-0002,2019-11-04,已成交,							深圳科安达电子科技股份有限公司		,		13 990 000,			13 990 000	,		13 990 000,			500 000	,,			2019-12-03 16:30:00	,		一人竞买,深圳市土地使用权出让公告                ,2019年11月4日起至2019年11月24日止,2019年11月25日,2019年12月4日15时,E2019-0002                            ,,深                            汕                            特别                            合作区                            鹅埠                            镇同                            心路北                            ,普通工业用地                            ,智能装备产业                            ,25408                            ,,30                            ,,,1399                            ,1399                            ,30                            ,2019年12月3日16时30分,深圳市深汕特别合作区管委会文贞楼1栋2楼|深圳市深汕特别合作区管委会政和楼1栋2楼|深圳市福田区红荔西路8007号土地房产交易大厦3楼,0755-22106826|0755-22108338转8092|（0755）83785995,E2019-0002,25 408㎡,76224.0平方米,                                                        	 =3.0							,None,80米,普通工业用地,30年,深汕特别合作区,鹅埠镇同心路北,None,None,深圳科安达电子科技股份有限公司,13990000,2019-12-02 14:39:04,成交价,E2019-0002宗地出让结果,2019-12-04,E2019-0002,深圳科安达电子科技股份有限公司,,鹅埠镇同心路北,普通工业用地,25408.0平方米,76224.0平方米,1 399万元,1 399万元,-,183.54元/平方米,深土交告〔2019〕22号,2019年11月4日起至2019年11月24日止,2020-05-13 17:09:40,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=20191108155013316814404245870152,eb99df36ab8a9a6de46bfc38ac232147,土地模块|深土交告（2019）22号公告.docx|成交确认书.doc|挂牌（网上注册）须知.doc|竞买申请书.doc|出让合同.docx|投资监管协议.doc|E2019-0002规划设计要点.pdf|深土交告[2019]22号.docx|深圳市土地使用权出让补充 公告 .doc|
2019-12-04 15:00,已成交,E2019-0002,鹅埠镇同心路北,13990000,普通工业用地,25408,挂牌,土地出让,宗地：E2019-0002,2019-11-04,已成交,							深圳科安达电子科技股份有限公司		,		13 990 000,			13 990 000	,		13 990 000,			500 000	,,			2019-12-03 16:30:00	,		一人竞买,深圳市土地使用权出让公告                ,2019年11月4日起至2019年11月24日止,2019年11月25日,2019年12月4日15时,E2019-0003                            ,,普通工业用地                            ,新一代信息技术产业                            ,30795                            ,92385                            ,,30                            ,,,1696                            ,30                            ,30                            ,2019年12月3日16时30分,深圳市深汕特别合作区管委会文贞楼1栋2楼|深圳市深汕特别合作区管委会政和楼1栋2楼|深圳市福田区红荔西路8007号土地房产交易大厦3楼,0755-22106826|0755-22108338转8092|（0755）83785995,E2019-0002,25 408㎡,76224.0平方米,                                                        	 =3.0							,None,80米,普通工业用地,30年,深汕特别合作区,鹅埠镇同心路北,None,None,深圳科安达电子科技股份有限公司,13990000,2019-12-02 14:39:04,成交价,E2019-0002宗地出让结果,2019-12-04,E2019-0002,深圳科安达电子科技股份有限公司,,鹅埠镇同心路北,普通工业用地,25408.0平方米,76224.0平方米,1 399万元,1 399万元,-,183.54元/平方米,深土交告〔2019〕22号,2019年11月4日起至2019年11月24日止,2020-05-13 17:09:40,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=20191108155013316814404245870152,eb99df36ab8a9a6de46bfc38ac232147,土地模块|深土交告（2019）22号公告.docx|成交确认书.doc|挂牌（网上注册）须知.doc|竞买申请书.doc|出让合同.docx|投资监管协议.doc|E2019-0002规划设计要点.pdf|深土交告[2019]22号.docx|深圳市土地使用权出让补充 公告 .doc|
2019-12-04 15:00,已成交,E2019-0003,鹅埠镇同心路北,16960000,普通工业用地,30795,挂牌,土地出让,宗地：E2019-0003,2019-11-04,已成交,							深圳市威富通讯技术有限公司		,		16 960 000,			16 960 000	,		16 960 000,			500 000	,,			2019-12-03 16:30:00	,		一人竞买,深圳市土地使用权出让公告                ,2019年11月4日起至2019年11月24日止,2019年11月25日,2019年12月4日15时,E2019-0002                            ,,深                            汕                            特别                            合作区                            鹅埠                            镇同                            心路北                            ,普通工业用地                            ,智能装备产业                            ,25408                            ,,30                            ,,,1399                            ,1399                            ,30                            ,2019年12月3日16时30分,深圳市深汕特别合作区管委会文贞楼1栋2楼|深圳市深汕特别合作区管委会政和楼1栋2楼|深圳市福田区红荔西路8007号土地房产交易大厦3楼,0755-22106826|0755-22108338转8092|（0755）83785995,E2019-0003,30 795㎡,92385.0平方米,                                                        	 =3.0							,None,None,普通工业用地,30年,深汕特别合作区,鹅埠镇同心路北,None,None,深圳市威富通讯技术有限公司,16960000,2019-12-02 16:27:33,成交价,E2019-0003宗地出让结果,2019-12-04,E2019-0003,深圳市威富通讯技术有限公司,,鹅埠镇同心路北,普通工业用地,30795.0平方米,92385.0平方米,1 696万元,1 696万元,-,183.58元/平方米,深土交告〔2019〕22号,2019年11月4日起至2019年11月24日止,2020-05-13 17:09:45,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=20191108155013316814404245870152,185a233f2d87533dad4571cc559e3ca5,土地模块|成交确认书.doc|挂牌（网上注册）须知.doc|竞买申请书.doc|深土交告（2019）22号公告.docx|出让合同.docx|投资监管协议.doc|E2019-0003规划设计要点.pdf|深土交告[2019]22号.docx|深圳市土地使用权出让补充 公告 .doc|
2019-12-04 15:00,已成交,E2019-0003,鹅埠镇同心路北,16960000,普通工业用地,30795,挂牌,土地出让,宗地：E2019-0003,2019-11-04,已成交,							深圳市威富通讯技术有限公司		,		16 960 000,			16 960 000	,		16 960 000,			500 000	,,			2019-12-03 16:30:00	,		一人竞买,深圳市土地使用权出让公告                ,2019年11月4日起至2019年11月24日止,2019年11月25日,2019年12月4日15时,E2019-0003                            ,,普通工业用地                            ,新一代信息技术产业                            ,30795                            ,92385                            ,,30                            ,,,1696                            ,30                            ,30                            ,2019年12月3日16时30分,深圳市深汕特别合作区管委会文贞楼1栋2楼|深圳市深汕特别合作区管委会政和楼1栋2楼|深圳市福田区红荔西路8007号土地房产交易大厦3楼,0755-22106826|0755-22108338转8092|（0755）83785995,E2019-0003,30 795㎡,92385.0平方米,                                                        	 =3.0							,None,None,普通工业用地,30年,深汕特别合作区,鹅埠镇同心路北,None,None,深圳市威富通讯技术有限公司,16960000,2019-12-02 16:27:33,成交价,E2019-0003宗地出让结果,2019-12-04,E2019-0003,深圳市威富通讯技术有限公司,,鹅埠镇同心路北,普通工业用地,30795.0平方米,92385.0平方米,1 696万元,1 696万元,-,183.58元/平方米,深土交告〔2019〕22号,2019年11月4日起至2019年11月24日止,2020-05-13 17:09:45,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=20191108155013316814404245870152,185a233f2d87533dad4571cc559e3ca5,土地模块|成交确认书.doc|挂牌（网上注册）须知.doc|竞买申请书.doc|深土交告（2019）22号公告.docx|出让合同.docx|投资监管协议.doc|E2019-0003规划设计要点.pdf|深土交告[2019]22号.docx|深圳市土地使用权出让补充 公告 .doc|
2019-12-04 15:00,已成交,E2019-0004,鹅埠镇同心路北,12750000,普通工业用地,23151,挂牌,土地出让,宗地：E2019-0004,2019-11-04,已成交,							深圳市凯瑞奇自动化技术有限公司		,		12 750 000,			12 750 000	,		12 750 000,			500 000	,,			2019-12-03 16:30:00	,		一人竞买,深圳市土地使用权出让公告                ,2019年11月4日起至2019年11月24日止,2019年11月25日,2019年12月4日15时,E2019-0002                            ,,深                            汕                            特别                            合作区                            鹅埠                            镇同                            心路北                            ,普通工业用地                            ,智能装备产业                            ,25408                            ,,30                            ,,,1399                            ,1399                            ,30                            ,2019年12月3日16时30分,深圳市深汕特别合作区管委会文贞楼1栋2楼|深圳市深汕特别合作区管委会政和楼1栋2楼|深圳市福田区红荔西路8007号土地房产交易大厦3楼,0755-22106826|0755-22108338转8092|（0755）83785995,E2019-0004,23 151㎡,69453.0平方米,                                                        	 =3.0							,None,None,普通工业用地,30年,深汕特别合作区,鹅埠镇同心路北,None,None,深圳市凯瑞奇自动化技术有限公司,12750000,2019-12-02 10:26:48,成交价,E2019-0004宗地出让结果,2019-12-04,E2019-0004,深圳市凯瑞奇自动化技术有限公司,,鹅埠镇同心路北,普通工业用地,23151.0平方米,69453.0平方米,1 275万元,1 275万元,-,183.58元/平方米,深土交告〔2019〕22号,2019年11月4日起至2019年11月24日止,2020-05-13 17:09:49,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=20191108155013316814404245870152,8b5bf23613e5da7671a1e39ba967bda3,土地模块|成交确认书.doc|挂牌（网上注册）须知.doc|竞买申请书.doc|深土交告（2019）22号公告.docx|E2019-0004规划设计要点.pdf|出让合同 .docx|投资监管协议.doc|深土交告[2019]22号.docx|深圳市土地使用权出让补充 公告 .doc|
2019-12-04 15:00,已成交,E2019-0004,鹅埠镇同心路北,12750000,普通工业用地,23151,挂牌,土地出让,宗地：E2019-0004,2019-11-04,已成交,							深圳市凯瑞奇自动化技术有限公司		,		12 750 000,			12 750 000	,		12 750 000,			500 000	,,			2019-12-03 16:30:00	,		一人竞买,深圳市土地使用权出让公告                ,2019年11月4日起至2019年11月24日止,2019年11月25日,2019年12月4日15时,E2019-0003                            ,,普通工业用地                            ,新一代信息技术产业                            ,30795                            ,92385                            ,,30                            ,,,1696                            ,30                            ,30                            ,2019年12月3日16时30分,深圳市深汕特别合作区管委会文贞楼1栋2楼|深圳市深汕特别合作区管委会政和楼1栋2楼|深圳市福田区红荔西路8007号土地房产交易大厦3楼,0755-22106826|0755-22108338转8092|（0755）83785995,E2019-0004,23 151㎡,69453.0平方米,                                                        	 =3.0							,None,None,普通工业用地,30年,深汕特别合作区,鹅埠镇同心路北,None,None,深圳市凯瑞奇自动化技术有限公司,12750000,2019-12-02 10:26:48,成交价,E2019-0004宗地出让结果,2019-12-04,E2019-0004,深圳市凯瑞奇自动化技术有限公司,,鹅埠镇同心路北,普通工业用地,23151.0平方米,69453.0平方米,1 275万元,1 275万元,-,183.58元/平方米,深土交告〔2019〕22号,2019年11月4日起至2019年11月24日止,2020-05-13 17:09:49,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=20191108155013316814404245870152,8b5bf23613e5da7671a1e39ba967bda3,土地模块|成交确认书.doc|挂牌（网上注册）须知.doc|竞买申请书.doc|深土交告（2019）22号公告.docx|E2019-0004规划设计要点.pdf|出让合同 .docx|投资监管协议.doc|深土交告[2019]22号.docx|深圳市土地使用权出让补充 公告 .doc|
2019-12-04 15:00,已成交,H2019-0012,鲘门高铁站北片区,8380000,普通工业用地,16090,挂牌,土地出让,宗地：H2019-0012,2019-11-04,已成交,							深圳市显控科技股份有限公司		,		8 380 000,			8 380 000	,		8 380 000,			500 000	,,			2019-12-03 16:30:00	,		一人竞买,深圳市土地使用权出让公告                ,2019年11月4日起至2019年11月24日止,2019年11月25日,2019年12月4日15时,E2019-0002                            ,,深                            汕                            特别                            合作区                            鹅埠                            镇同                            心路北                            ,普通工业用地                            ,智能装备产业                            ,25408                            ,,30                            ,,,1399                            ,1399                            ,30                            ,2019年12月3日16时30分,深圳市深汕特别合作区管委会文贞楼1栋2楼|深圳市深汕特别合作区管委会政和楼1栋2楼|深圳市福田区红荔西路8007号土地房产交易大厦3楼,0755-22106826|0755-22108338转8092|（0755）83785995,H2019-0012,16 090㎡,48270.0平方米,                                                        	 							,None,None,普通工业用地,30年,深汕特别合作区,鲘门高铁站北片区,None,None,深圳市显控科技股份有限公司,8380000,2019-12-02 11:02:02,成交价,H2019-0012宗地出让结果,2019-12-04,H2019-0012,深圳市显控科技股份有限公司,,鲘门高铁站北片区,普通工业用地,16090.0平方米,48270.0平方米,838万元,838万元,-,173.61元/平方米,深土交告〔2019〕22号,2019年11月4日起至2019年11月24日止,2020-05-13 17:09:54,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=20191108155013316814404245870152,bd717ae7a05b0fa80f6525541a106865,土地模块|出让合同.docx|投资监管协议.doc|深土交告（2019）22号公告.docx|成交确认书.doc|竞买申请书.doc|挂牌（网上注册）须知.doc|H2019-0012规划设计要点.pdf|深土交告[2019]22号.docx|深圳市土地使用权出让补充 公告 .doc|
2019-12-04 15:00,已成交,H2019-0012,鲘门高铁站北片区,8380000,普通工业用地,16090,挂牌,土地出让,宗地：H2019-0012,2019-11-04,已成交,							深圳市显控科技股份有限公司		,		8 380 000,			8 380 000	,		8 380 000,			500 000	,,			2019-12-03 16:30:00	,		一人竞买,深圳市土地使用权出让公告                ,2019年11月4日起至2019年11月24日止,2019年11月25日,2019年12月4日15时,E2019-0003                            ,,普通工业用地                            ,新一代信息技术产业                            ,30795                            ,92385                            ,,30                            ,,,1696                            ,30                            ,30                            ,2019年12月3日16时30分,深圳市深汕特别合作区管委会文贞楼1栋2楼|深圳市深汕特别合作区管委会政和楼1栋2楼|深圳市福田区红荔西路8007号土地房产交易大厦3楼,0755-22106826|0755-22108338转8092|（0755）83785995,H2019-0012,16 090㎡,48270.0平方米,                                                        	 							,None,None,普通工业用地,30年,深汕特别合作区,鲘门高铁站北片区,None,None,深圳市显控科技股份有限公司,8380000,2019-12-02 11:02:02,成交价,H2019-0012宗地出让结果,2019-12-04,H2019-0012,深圳市显控科技股份有限公司,,鲘门高铁站北片区,普通工业用地,16090.0平方米,48270.0平方米,838万元,838万元,-,173.61元/平方米,深土交告〔2019〕22号,2019年11月4日起至2019年11月24日止,2020-05-13 17:09:54,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=20191108155013316814404245870152,bd717ae7a05b0fa80f6525541a106865,土地模块|出让合同.docx|投资监管协议.doc|深土交告（2019）22号公告.docx|成交确认书.doc|竞买申请书.doc|挂牌（网上注册）须知.doc|H2019-0012规划设计要点.pdf|深土交告[2019]22号.docx|深圳市土地使用权出让补充 公告 .doc|
2019-12-04 15:00,已成交,H2019-0013,鲘门高铁站北片区,7830000,普通工业用地,15049,挂牌,土地出让,宗地：H2019-0013,2019-11-04,已成交,							深圳市云鼠科技开发有限公司		,		7 830 000,			7 830 000	,		7 830 000,			500 000	,,			2019-12-03 16:30:00	,		一人竞买,深圳市土地使用权出让公告                ,2019年11月4日起至2019年11月24日止,2019年11月25日,2019年12月4日15时,E2019-0002                            ,,深                            汕                            特别                            合作区                            鹅埠                            镇同                            心路北                            ,普通工业用地                            ,智能装备产业                            ,25408                            ,,30                            ,,,1399                            ,1399                            ,30                            ,2019年12月3日16时30分,深圳市深汕特别合作区管委会文贞楼1栋2楼|深圳市深汕特别合作区管委会政和楼1栋2楼|深圳市福田区红荔西路8007号土地房产交易大厦3楼,0755-22106826|0755-22108338转8092|（0755）83785995,H2019-0013,15 049㎡,45147.0平方米,                                                        	 =3.0							,None,None,普通工业用地,30年,深汕特别合作区,鲘门高铁站北片区,None,None,深圳市云鼠科技开发有限公司,7830000,2019-11-29 15:37:47,成交价,H2019-0013宗地出让结果,2019-12-04,H2019-0013,深圳市云鼠科技开发有限公司,,鲘门高铁站北片区,普通工业用地,15049.0平方米,45147.0平方米,783万元,783万元,-,173.43元/平方米,深土交告〔2019〕22号,2019年11月4日起至2019年11月24日止,2020-05-13 17:09:59,https://www.sz68.com/trade/download?module=base&service=BaseDownload&method=downloadFile&lobId=20191108155013316814404245870152,cd840f877572ead04304009e30c4799f,土地模块|H2019-0013规划设计要点.pdf|出让合同.docx|投资监管协议.doc|深土交告（2019）22号公告.docx|成交确认书.doc|挂牌（网上注册）须知.doc|竞买申请书.doc|深土交告[2019]22号.docx|深圳市土地使用权出让补充 公告 .doc|
