标题,来源,时间,行政区,电子监管号,项目名称,项目位置,面积,土地来源,土地用途,供地方式,土地使用年限,行业分类,土地级别,成交价格,分期支付约定—支付期号,分期支付约定—约定支付日期,分期支付约定—约定支付金额,分期支付约定—备注,土地使用权人,约定容积率——下限,约定容积率——上限,约定交地时间,约定开工时间,约定竣工时间,实际开工时间,实际竣工时间,批准单位,合同签订日期,爬取地址url,唯一标识,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				南阳路西、农业路北,				0.181457,,				工业用地,				协议出让,,,,				154.97,,,,,				郑州冠森置业有限责任公司,,,,,,,,,				2015-07-24,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				西环路东、振兴路南,				6.071882,,				工业用地,				协议出让,,,,				3770.639,,,,,				河南灏宇纸品有限公司,,,,,,,,,				2015-07-29,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				寒山路北、嵩山南路西,				0.396661,,				批发零售用地,				协议出让,,,,				3406.525,,,,,				河南动力源燃气有限公司,,,,,,,,,				2015-07-29,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				航海路南、碧云路西,				3.541402,,				其他普通商品住房用地,				协议出让,,,,				11427.18,,,,,				郑州市二七区京广路街道办事处冯庄社区居民管理委员会,,,,,,,,,				2015-08-04,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				同兴街南、通用路西,				6.943674,,				工业用地,				协议出让,,,,				3867.626,,,,,				郑州三中收获实业有限公司,,,,,,,,,				2015-08-04,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				中原西路南、杏湾路两侧,				1.379655,,				仓储用地,				协议出让,,,,				402.86,,,,,				河南省冶金建材物资供销有限公司,,,,,,,,,				2015-09-14,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				前进路东、建设西路南,				0.006156,,				其他普通商品住房用地,				协议出让,,,,				14.68,,,,,				郑州市郑通机电设备有限责任公司,,,,,,,,,				2015-09-22,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				建设西路南、前进路东,				0.233923,,				其他普通商品住房用地,				协议出让,,,,				554.62,,,,,				郑州市郑通机电设备有限责任公司,,,,,,,,,				2015-09-22,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				建设西路南、前进路东,				0.002471,,				其他普通商品住房用地,				协议出让,,,,				5.91,,,,,				郑州市郑通机电设备有限责任公司,,,,,,,,,				2015-09-22,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
2014年11月-2015协议出让结果,本站原创,2015-12-19 15:46:15 ,,,,				建设西路南、前进路东,				0.011151,,				其他普通商品住房用地,				协议出让,,,,				26.07,,,,,				郑州市郑通机电设备有限责任公司,,,,,,,,,				2015-09-22,2020-05-12,http://zzland.zhengzhou.gov.cn/xycrjg/1712182.jhtml,652a9129e8edf8db2ceb745a8656786e,
